"START_ID","END_ID","TYPE","props_json"
"PipelineRun|asd_run_001","Pipeline|ASD_privacy_walkthrough","executes","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::age_grp::0034","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::age_grp::0034","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::age_grp::0034","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::age_grp::0034","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::age_grp::0034","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::age_grp::0034","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::age_grp::0034","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::age_grp::0034","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::age_grp::0035","DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::age_grp","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::age_grp::0035","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::age_grp::0035","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::age_grp::0035","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::age_grp::0035","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::age_grp::0035","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::age_grp::0035","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::age_grp::0035","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::age_grp::0035","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::age_grp::0036","DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::age_grp","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::age_grp::0036","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::age_grp::0036","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::age_grp::0036","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::age_grp::0036","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::age_grp::0036","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::age_grp::0036","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::age_grp::0036","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::age_grp::0036","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::age_grp::0037","DataCellArtifact|D6_EnrichedEpisodeData::record::3::cell::age_grp","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::age_grp::0037","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::age_grp::0037","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::age_grp::0037","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::age_grp::0037","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::age_grp::0037","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::age_grp::0037","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::age_grp::0037","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::age_grp::0037","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::sex::0038","DataCellArtifact|D6_EnrichedEpisodeData::record::0::cell::sex","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::sex::0038","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::sex::0038","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::sex::0038","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::sex::0038","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::sex::0038","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::sex::0038","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::sex::0038","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::sex::0038","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::sex::0039","DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::sex","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::sex::0039","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::sex::0039","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::sex::0039","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::sex::0039","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::sex::0039","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::sex::0039","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::sex::0039","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::sex::0039","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::sex::0040","DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::sex","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::sex::0040","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::sex::0040","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::sex::0040","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::sex::0040","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::sex::0040","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::sex::0040","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::sex::0040","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::sex::0040","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::sex::0041","DataCellArtifact|D6_EnrichedEpisodeData::record::3::cell::sex","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::sex::0041","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::sex::0041","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::sex::0041","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::sex::0041","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::sex::0041","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::sex::0041","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::sex::0041","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::sex::0041","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::clinic_site::0042","DataCellArtifact|D6_EnrichedEpisodeData::record::0::cell::clinic_site","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::clinic_site::0042","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::clinic_site::0042","SensitivityCategory|organisational_context","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::clinic_site::0042","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::clinic_site::0042","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::clinic_site::0042","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::clinic_site::0042","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::clinic_site::0042","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::clinic_site::0042","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::clinic_site::0043","DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::clinic_site","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::clinic_site::0043","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::clinic_site::0043","SensitivityCategory|organisational_context","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::clinic_site::0043","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::clinic_site::0043","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::clinic_site::0043","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::clinic_site::0043","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::clinic_site::0043","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::clinic_site::0043","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::clinic_site::0044","DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::clinic_site","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::clinic_site::0044","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::clinic_site::0044","SensitivityCategory|organisational_context","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::clinic_site::0044","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::clinic_site::0044","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::clinic_site::0044","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::clinic_site::0044","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::clinic_site::0044","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::clinic_site::0044","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::clinic_site::0045","DataCellArtifact|D6_EnrichedEpisodeData::record::3::cell::clinic_site","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::clinic_site::0045","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::clinic_site::0045","SensitivityCategory|organisational_context","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::clinic_site::0045","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::clinic_site::0045","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::clinic_site::0045","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::clinic_site::0045","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::clinic_site::0045","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::clinic_site::0045","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::diag::0046","DataCellArtifact|D6_EnrichedEpisodeData::record::0::cell::diag","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::diag::0046","SensitivityCategory|health","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::diag::0046","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::diag::0046","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::diag::0046","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::diag::0046","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::diag::0046","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::diag::0046","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::0::cell::diag::0046","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::diag::0047","DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::diag","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::diag::0047","SensitivityCategory|health","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::diag::0047","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::diag::0047","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::diag::0047","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::diag::0047","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::diag::0047","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::diag::0047","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::1::cell::diag::0047","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::diag::0048","DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::diag","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::diag::0048","SensitivityCategory|health","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::diag::0048","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::diag::0048","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::diag::0048","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::diag::0048","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::diag::0048","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::diag::0048","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::2::cell::diag::0048","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::diag::0049","DataCellArtifact|D6_EnrichedEpisodeData::record::3::cell::diag","annotates","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::diag::0049","SensitivityCategory|health","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::diag::0049","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::diag::0049","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::diag::0049","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::diag::0049","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::diag::0049","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::diag::0049","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::DataCellArtifact::D6_EnrichedEpisodeData::record::3::cell::diag::0049","AccessRole|DPO","allowsRole","{}"
"OperationPolicy|S5_normalise_policy","OperatorType|TR","hasOperatorType","{}"
"Step|S5_normalise","OperationPolicy|S5_normalise_policy","hasPolicy","{}"
"StepRun|asd_run_001::001::S5_normalise","OperationPolicy|S5_normalise_policy","usesPolicy","{}"
"OperationPolicy|S5_normalise_policy","TransformationRule|S5_normalise_policy::transformation::HR_norm","hasTransformationRule","{}"
"OperationPolicy|S5_normalise_policy","TransformationRule|S5_normalise_policy::transformation::EDA_norm","hasTransformationRule","{}"
"OperationPolicy|S5_normalise_policy","TransformationRule|S5_normalise_policy::transformation::ACC_norm","hasTransformationRule","{}"
"OperationPolicy|S5_normalise_policy","TransformationRule|S5_normalise_policy::transformation::Id","hasTransformationRule","{}"
"OperationPolicy|S5_normalise_policy","TransformationRule|S5_normalise_policy::transformation::window_start","hasTransformationRule","{}"
"OperationPolicy|S5_normalise_policy","TransformationRule|S5_normalise_policy::transformation::chall_behav","hasTransformationRule","{}"
"OperationPolicy|S5_normalise_policy","TransformationRule|S5_normalise_policy::transformation::sev","hasTransformationRule","{}"
"OperationPolicy|S5_normalise_policy","TransformationRule|S5_normalise_policy::transformation::age_grp","hasTransformationRule","{}"
"OperationPolicy|S5_normalise_policy","TransformationRule|S5_normalise_policy::transformation::sex","hasTransformationRule","{}"
"OperationPolicy|S5_normalise_policy","TransformationRule|S5_normalise_policy::transformation::clinic_site","hasTransformationRule","{}"
"OperationPolicy|S5_normalise_policy","TransformationRule|S5_normalise_policy::transformation::diag","hasTransformationRule","{}"
"OperationPolicy|S6_select_modelling_features_policy","OperatorType|RED","hasOperatorType","{}"
"Step|S6_select_modelling_features","OperationPolicy|S6_select_modelling_features_policy","hasPolicy","{}"
"StepRun|asd_run_001::002::S6_select_modelling_features","OperationPolicy|S6_select_modelling_features_policy","usesPolicy","{}"
"OperationPolicy|S6_select_modelling_features_policy","RiskRemovalRule|S6_select_modelling_features_policy::RiskRemovalRule::001","hasRiskRemovalRule","{}"
"RiskRemovalRule|S6_select_modelling_features_policy::RiskRemovalRule::001","SensitivityCategory|direct_identifier","removesCategory","{}"
"RiskRemovalRule|S6_select_modelling_features_policy::RiskRemovalRule::001","SensitivityCategory|temporal_quasi_identifier","removesCategory","{}"
"RiskRemovalRule|S6_select_modelling_features_policy::RiskRemovalRule::001","SensitivityCategory|organisational_context","removesCategory","{}"
"RiskRemovalRule|S6_select_modelling_features_policy::RiskRemovalRule::001","SensitivityCategory|reidentification_risk","removesCategory","{}"
"OperationPolicy|S7_split_train_test_policy","OperatorType|RED","hasOperatorType","{}"
"Step|S7_split_train_test","OperationPolicy|S7_split_train_test_policy","hasPolicy","{}"
"StepRun|asd_run_001::003::S7_split_train_test","OperationPolicy|S7_split_train_test_policy","usesPolicy","{}"
"OperationPolicy|S8_train_classifier_policy","OperatorType|LEARN","hasOperatorType","{}"
"Step|S8_train_classifier","OperationPolicy|S8_train_classifier_policy","hasPolicy","{}"
"StepRun|asd_run_001::004::S8_train_classifier","OperationPolicy|S8_train_classifier_policy","usesPolicy","{}"
"OperationPolicy|S8_train_classifier_policy","MintingRule|S8_train_classifier_policy::MintingRule::001","hasMintingRule","{}"
"MintingRule|S8_train_classifier_policy::MintingRule::001","SensitivityCategory|small_training_set_model_disclosure_risk","addsCategory","{}"
"OperationPolicy|S8_train_classifier_policy","ModelExposureMapping|S8_train_classifier_policy::modelExposure::biometric::model_exposed_to_biometric_data","hasModelExposureMapping","{}"
"ModelExposureMapping|S8_train_classifier_policy::modelExposure::biometric::model_exposed_to_biometric_data","SensitivityCategory|biometric","mapsFromCategory","{}"
"ModelExposureMapping|S8_train_classifier_policy::modelExposure::biometric::model_exposed_to_biometric_data","SensitivityCategory|model_exposed_to_biometric_data","mapsToCategory","{}"
"OperationPolicy|S8_train_classifier_policy","ModelExposureMapping|S8_train_classifier_policy::modelExposure::health::model_exposed_to_health_data","hasModelExposureMapping","{}"
"ModelExposureMapping|S8_train_classifier_policy::modelExposure::health::model_exposed_to_health_data","SensitivityCategory|health","mapsFromCategory","{}"
"ModelExposureMapping|S8_train_classifier_policy::modelExposure::health::model_exposed_to_health_data","SensitivityCategory|model_exposed_to_health_data","mapsToCategory","{}"
"OperationPolicy|S8_train_classifier_policy","ModelExposureMapping|S8_train_classifier_policy::modelExposure::behavioural_sensor_data::model_exposed_to_behavioural_sensor_data","hasModelExposureMapping","{}"
"ModelExposureMapping|S8_train_classifier_policy::modelExposure::behavioural_sensor_data::model_exposed_to_behavioural_sensor_data","SensitivityCategory|behavioural_sensor_data","mapsFromCategory","{}"
"ModelExposureMapping|S8_train_classifier_policy::modelExposure::behavioural_sensor_data::model_exposed_to_behavioural_sensor_data","SensitivityCategory|model_exposed_to_behavioural_sensor_data","mapsToCategory","{}"
"OperationPolicy|S8_train_classifier_policy","ModelExposureMapping|S8_train_classifier_policy::modelExposure::behavioural_sensitive::model_exposed_to_behavioural_sensitive_label","hasModelExposureMapping","{}"
"ModelExposureMapping|S8_train_classifier_policy::modelExposure::behavioural_sensitive::model_exposed_to_behavioural_sensitive_label","SensitivityCategory|behavioural_sensitive","mapsFromCategory","{}"
