"ID","LABEL","key","props_json"
"Pipeline|ASD_privacy_walkthrough","Pipeline","ASD_privacy_walkthrough","{""key"": ""ASD_privacy_walkthrough"", ""name"": ""ASD_privacy_walkthrough""}"
"DataCellArtifact|D8_ModellingDataset::record::1::cell::EDA_norm","DataCellArtifact","D8_ModellingDataset::record::1::cell::EDA_norm","{""key"": ""D8_ModellingDataset::record::1::cell::EDA_norm"", ""record_id"": ""1"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""EDA_norm"", ""value"": 1.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::1::cell::ACC_norm","DataCellArtifact","D8_ModellingDataset::record::1::cell::ACC_norm","{""key"": ""D8_ModellingDataset::record::1::cell::ACC_norm"", ""record_id"": ""1"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""ACC_norm"", ""value"": 1.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""behavioural_sensor_data""], ""privacy_categories_explicit"": [""behavioural_sensor_data""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::1::cell::chall_behav","DataCellArtifact","D8_ModellingDataset::record::1::cell::chall_behav","{""key"": ""D8_ModellingDataset::record::1::cell::chall_behav"", ""record_id"": ""1"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""chall_behav"", ""value"": ""no"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::1::cell::sev","DataCellArtifact","D8_ModellingDataset::record::1::cell::sev","{""key"": ""D8_ModellingDataset::record::1::cell::sev"", ""record_id"": ""1"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""sev"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::1::cell::age_grp","DataCellArtifact","D8_ModellingDataset::record::1::cell::age_grp","{""key"": ""D8_ModellingDataset::record::1::cell::age_grp"", ""record_id"": ""1"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""age_grp"", ""value"": ""6-8"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::1::cell::sex","DataCellArtifact","D8_ModellingDataset::record::1::cell::sex","{""key"": ""D8_ModellingDataset::record::1::cell::sex"", ""record_id"": ""1"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""sex"", ""value"": ""M"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataRecordArtifact|D8_ModellingDataset::record::2","DataRecordArtifact","D8_ModellingDataset::record::2","{""key"": ""D8_ModellingDataset::record::2"", ""record_id"": ""2"", ""dataset_id"": ""D8_ModellingDataset"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""behavioural_sensor_data"", ""behavioural_sensitive"", ""quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health"", ""behavioural_sensor_data"", ""behavioural_sensitive"", ""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::2::cell::HR_norm","DataCellArtifact","D8_ModellingDataset::record::2::cell::HR_norm","{""key"": ""D8_ModellingDataset::record::2::cell::HR_norm"", ""record_id"": ""2"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""HR_norm"", ""value"": 0.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::2::cell::EDA_norm","DataCellArtifact","D8_ModellingDataset::record::2::cell::EDA_norm","{""key"": ""D8_ModellingDataset::record::2::cell::EDA_norm"", ""record_id"": ""2"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""EDA_norm"", ""value"": 0.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::2::cell::ACC_norm","DataCellArtifact","D8_ModellingDataset::record::2::cell::ACC_norm","{""key"": ""D8_ModellingDataset::record::2::cell::ACC_norm"", ""record_id"": ""2"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""ACC_norm"", ""value"": 0.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""behavioural_sensor_data""], ""privacy_categories_explicit"": [""behavioural_sensor_data""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::2::cell::chall_behav","DataCellArtifact","D8_ModellingDataset::record::2::cell::chall_behav","{""key"": ""D8_ModellingDataset::record::2::cell::chall_behav"", ""record_id"": ""2"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""chall_behav"", ""value"": ""no"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::2::cell::sev","DataCellArtifact","D8_ModellingDataset::record::2::cell::sev","{""key"": ""D8_ModellingDataset::record::2::cell::sev"", ""record_id"": ""2"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""sev"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::2::cell::age_grp","DataCellArtifact","D8_ModellingDataset::record::2::cell::age_grp","{""key"": ""D8_ModellingDataset::record::2::cell::age_grp"", ""record_id"": ""2"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""age_grp"", ""value"": ""9-11"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::2::cell::sex","DataCellArtifact","D8_ModellingDataset::record::2::cell::sex","{""key"": ""D8_ModellingDataset::record::2::cell::sex"", ""record_id"": ""2"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""sex"", ""value"": ""F"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataRecordArtifact|D8_ModellingDataset::record::3","DataRecordArtifact","D8_ModellingDataset::record::3","{""key"": ""D8_ModellingDataset::record::3"", ""record_id"": ""3"", ""dataset_id"": ""D8_ModellingDataset"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""behavioural_sensor_data"", ""behavioural_sensitive"", ""quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health"", ""behavioural_sensor_data"", ""behavioural_sensitive"", ""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::3::cell::HR_norm","DataCellArtifact","D8_ModellingDataset::record::3::cell::HR_norm","{""key"": ""D8_ModellingDataset::record::3::cell::HR_norm"", ""record_id"": ""3"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""HR_norm"", ""value"": 0.02631578947368421, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::3::cell::EDA_norm","DataCellArtifact","D8_ModellingDataset::record::3::cell::EDA_norm","{""key"": ""D8_ModellingDataset::record::3::cell::EDA_norm"", ""record_id"": ""3"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""EDA_norm"", ""value"": 0.03571428571428567, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::3::cell::ACC_norm","DataCellArtifact","D8_ModellingDataset::record::3::cell::ACC_norm","{""key"": ""D8_ModellingDataset::record::3::cell::ACC_norm"", ""record_id"": ""3"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""ACC_norm"", ""value"": 0.05555555555555546, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""behavioural_sensor_data""], ""privacy_categories_explicit"": [""behavioural_sensor_data""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::3::cell::chall_behav","DataCellArtifact","D8_ModellingDataset::record::3::cell::chall_behav","{""key"": ""D8_ModellingDataset::record::3::cell::chall_behav"", ""record_id"": ""3"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""chall_behav"", ""value"": ""yes"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::3::cell::sev","DataCellArtifact","D8_ModellingDataset::record::3::cell::sev","{""key"": ""D8_ModellingDataset::record::3::cell::sev"", ""record_id"": ""3"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""sev"", ""value"": 3, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::3::cell::age_grp","DataCellArtifact","D8_ModellingDataset::record::3::cell::age_grp","{""key"": ""D8_ModellingDataset::record::3::cell::age_grp"", ""record_id"": ""3"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""age_grp"", ""value"": ""9-11"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D8_ModellingDataset::record::3::cell::sex","DataCellArtifact","D8_ModellingDataset::record::3::cell::sex","{""key"": ""D8_ModellingDataset::record::3::cell::sex"", ""record_id"": ""3"", ""dataset_id"": ""D8_ModellingDataset"", ""attribute"": ""sex"", ""value"": ""F"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"StepRun|asd_run_001::003::S7_split_train_test","StepRun","asd_run_001::003::S7_split_train_test","{""key"": ""asd_run_001::003::S7_split_train_test"", ""step_id"": ""S7_split_train_test"", ""phase"": ""LearningPreparation"", ""framework"": ""python"", ""operatorType"": ""RED"", ""policy_id"": ""S7_split_train_test_policy"", ""input_artifacts"": [""D8_ModellingDataset""], ""output_artifacts"": [""D9_TrainDataset"", ""D10_TestDataset""], ""duration_seconds"": 0.0007312297821044922, ""status"": ""success"", ""operation_policy_id"": ""S7_split_train_test_policy"", ""contributorGranularity"": ""record""}"
"DatasetArtifact|D9_TrainDataset","DatasetArtifact","D9_TrainDataset","{""key"": ""D9_TrainDataset"", ""name"": ""D9_TrainDataset"", ""role"": ""train"", ""source"": ""step:S7_split_train_test"", ""n_rows"": 2, ""n_cols"": 7, ""columns"": [""HR_norm"", ""EDA_norm"", ""ACC_norm"", ""chall_behav"", ""sev"", ""age_grp"", ""sex""], ""record_id_col"": null, ""artifact_kind"": ""DatasetArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""behavioural_sensor_data"", ""behavioural_sensitive"", ""quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health"", ""behavioural_sensor_data"", ""behavioural_sensitive"", ""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataRecordArtifact|D9_TrainDataset::record::0","DataRecordArtifact","D9_TrainDataset::record::0","{""key"": ""D9_TrainDataset::record::0"", ""record_id"": ""0"", ""dataset_id"": ""D9_TrainDataset"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""behavioural_sensor_data"", ""behavioural_sensitive"", ""quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health"", ""behavioural_sensor_data"", ""behavioural_sensitive"", ""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D9_TrainDataset::record::0::cell::HR_norm","DataCellArtifact","D9_TrainDataset::record::0::cell::HR_norm","{""key"": ""D9_TrainDataset::record::0::cell::HR_norm"", ""record_id"": ""0"", ""dataset_id"": ""D9_TrainDataset"", ""attribute"": ""HR_norm"", ""value"": 0.8842105263157893, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D9_TrainDataset::record::0::cell::EDA_norm","DataCellArtifact","D9_TrainDataset::record::0::cell::EDA_norm","{""key"": ""D9_TrainDataset::record::0::cell::EDA_norm"", ""record_id"": ""0"", ""dataset_id"": ""D9_TrainDataset"", ""attribute"": ""EDA_norm"", ""value"": 0.8928571428571429, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D9_TrainDataset::record::0::cell::ACC_norm","DataCellArtifact","D9_TrainDataset::record::0::cell::ACC_norm","{""key"": ""D9_TrainDataset::record::0::cell::ACC_norm"", ""record_id"": ""0"", ""dataset_id"": ""D9_TrainDataset"", ""attribute"": ""ACC_norm"", ""value"": 0.5000000000000001, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""behavioural_sensor_data""], ""privacy_categories_explicit"": [""behavioural_sensor_data""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D9_TrainDataset::record::0::cell::chall_behav","DataCellArtifact","D9_TrainDataset::record::0::cell::chall_behav","{""key"": ""D9_TrainDataset::record::0::cell::chall_behav"", ""record_id"": ""0"", ""dataset_id"": ""D9_TrainDataset"", ""attribute"": ""chall_behav"", ""value"": ""yes"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D9_TrainDataset::record::0::cell::sev","DataCellArtifact","D9_TrainDataset::record::0::cell::sev","{""key"": ""D9_TrainDataset::record::0::cell::sev"", ""record_id"": ""0"", ""dataset_id"": ""D9_TrainDataset"", ""attribute"": ""sev"", ""value"": 4, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D9_TrainDataset::record::0::cell::age_grp","DataCellArtifact","D9_TrainDataset::record::0::cell::age_grp","{""key"": ""D9_TrainDataset::record::0::cell::age_grp"", ""record_id"": ""0"", ""dataset_id"": ""D9_TrainDataset"", ""attribute"": ""age_grp"", ""value"": ""6-8"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D9_TrainDataset::record::0::cell::sex","DataCellArtifact","D9_TrainDataset::record::0::cell::sex","{""key"": ""D9_TrainDataset::record::0::cell::sex"", ""record_id"": ""0"", ""dataset_id"": ""D9_TrainDataset"", ""attribute"": ""sex"", ""value"": ""M"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataRecordArtifact|D9_TrainDataset::record::1","DataRecordArtifact","D9_TrainDataset::record::1","{""key"": ""D9_TrainDataset::record::1"", ""record_id"": ""1"", ""dataset_id"": ""D9_TrainDataset"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""behavioural_sensor_data"", ""behavioural_sensitive"", ""quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health"", ""behavioural_sensor_data"", ""behavioural_sensitive"", ""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D9_TrainDataset::record::1::cell::HR_norm","DataCellArtifact","D9_TrainDataset::record::1::cell::HR_norm","{""key"": ""D9_TrainDataset::record::1::cell::HR_norm"", ""record_id"": ""1"", ""dataset_id"": ""D9_TrainDataset"", ""attribute"": ""HR_norm"", ""value"": 1.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D9_TrainDataset::record::1::cell::EDA_norm","DataCellArtifact","D9_TrainDataset::record::1::cell::EDA_norm","{""key"": ""D9_TrainDataset::record::1::cell::EDA_norm"", ""record_id"": ""1"", ""dataset_id"": ""D9_TrainDataset"", ""attribute"": ""EDA_norm"", ""value"": 1.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D9_TrainDataset::record::1::cell::ACC_norm","DataCellArtifact","D9_TrainDataset::record::1::cell::ACC_norm","{""key"": ""D9_TrainDataset::record::1::cell::ACC_norm"", ""record_id"": ""1"", ""dataset_id"": ""D9_TrainDataset"", ""attribute"": ""ACC_norm"", ""value"": 1.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""behavioural_sensor_data""], ""privacy_categories_explicit"": [""behavioural_sensor_data""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D9_TrainDataset::record::1::cell::chall_behav","DataCellArtifact","D9_TrainDataset::record::1::cell::chall_behav","{""key"": ""D9_TrainDataset::record::1::cell::chall_behav"", ""record_id"": ""1"", ""dataset_id"": ""D9_TrainDataset"", ""attribute"": ""chall_behav"", ""value"": ""no"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D9_TrainDataset::record::1::cell::sev","DataCellArtifact","D9_TrainDataset::record::1::cell::sev","{""key"": ""D9_TrainDataset::record::1::cell::sev"", ""record_id"": ""1"", ""dataset_id"": ""D9_TrainDataset"", ""attribute"": ""sev"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""CL"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
