"START_ID","END_ID","TYPE","props_json"
"PipelineRun|run_cbe9ff2508","Pipeline|german_credit_pipeline","executes","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|credit_history_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|loan_purpose","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|employment_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|socio_economic","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|demographic","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|gender","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|protected_attribute","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|contact_indicator","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|nationality_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|creditworthiness_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","SensitivityCategory|personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","UsageConstraint|credit_risk_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_GermanTranslated::record::5::00265","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","DatasetArtifact|D1_GermanTranslated","annotates","{}"
"StepRun|run_cbe9ff2508::001::A0_value_translation","PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","StepRun|run_cbe9ff2508::001::A0_value_translation","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","OperationPolicy|A0_value_translation_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|financial_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|credit_history_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|loan_purpose","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|employment_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|socio_economic","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|demographic","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|gender","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|protected_attribute","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|contact_indicator","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|nationality_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|creditworthiness_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","SensitivityCategory|personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","UsageConstraint|credit_risk_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D1_GermanTranslated::00266","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","DataCellArtifact|D2_GermanStatusGender::record::0::cell::checking","annotates","{}"
"StepRun|run_cbe9ff2508::002::A1_derive_status_gender","PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","StepRun|run_cbe9ff2508::002::A1_derive_status_gender","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","OperationPolicy|A1_derive_status_gender_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","SensitivityCategory|financial_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","UsageConstraint|credit_risk_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::checking::00267","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","DataCellArtifact|D2_GermanStatusGender::record::0::cell::duration","annotates","{}"
"StepRun|run_cbe9ff2508::002::A1_derive_status_gender","PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","StepRun|run_cbe9ff2508::002::A1_derive_status_gender","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","OperationPolicy|A1_derive_status_gender_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","SensitivityCategory|financial_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","UsageConstraint|credit_risk_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::duration::00268","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","DataCellArtifact|D2_GermanStatusGender::record::0::cell::credit_history","annotates","{}"
"StepRun|run_cbe9ff2508::002::A1_derive_status_gender","PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","StepRun|run_cbe9ff2508::002::A1_derive_status_gender","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","OperationPolicy|A1_derive_status_gender_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","SensitivityCategory|financial_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","SensitivityCategory|credit_history_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","UsageConstraint|credit_risk_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::credit_history::00269","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","DataCellArtifact|D2_GermanStatusGender::record::0::cell::purpose","annotates","{}"
"StepRun|run_cbe9ff2508::002::A1_derive_status_gender","PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","StepRun|run_cbe9ff2508::002::A1_derive_status_gender","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","OperationPolicy|A1_derive_status_gender_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","SensitivityCategory|financial_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","SensitivityCategory|loan_purpose","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","UsageConstraint|credit_risk_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::purpose::00270","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","DataCellArtifact|D2_GermanStatusGender::record::0::cell::amount","annotates","{}"
"StepRun|run_cbe9ff2508::002::A1_derive_status_gender","PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","StepRun|run_cbe9ff2508::002::A1_derive_status_gender","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","OperationPolicy|A1_derive_status_gender_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","SensitivityCategory|financial_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","UsageConstraint|credit_risk_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::amount::00271","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","DataCellArtifact|D2_GermanStatusGender::record::0::cell::savings","annotates","{}"
"StepRun|run_cbe9ff2508::002::A1_derive_status_gender","PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","StepRun|run_cbe9ff2508::002::A1_derive_status_gender","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","OperationPolicy|A1_derive_status_gender_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","SensitivityCategory|financial_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","UsageConstraint|credit_risk_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::savings::00272","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","DataCellArtifact|D2_GermanStatusGender::record::0::cell::employment","annotates","{}"
"StepRun|run_cbe9ff2508::002::A1_derive_status_gender","PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","StepRun|run_cbe9ff2508::002::A1_derive_status_gender","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","OperationPolicy|A1_derive_status_gender_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","SensitivityCategory|employment_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","SensitivityCategory|socio_economic","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","SensitivityCategory|personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","UsageConstraint|credit_risk_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::employment::00273","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","DataCellArtifact|D2_GermanStatusGender::record::0::cell::installment_rate","annotates","{}"
"StepRun|run_cbe9ff2508::002::A1_derive_status_gender","PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","StepRun|run_cbe9ff2508::002::A1_derive_status_gender","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","OperationPolicy|A1_derive_status_gender_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","SensitivityCategory|financial_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","UsageConstraint|credit_risk_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::installment_rate::00274","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","DataCellArtifact|D2_GermanStatusGender::record::0::cell::personal_status","annotates","{}"
"StepRun|run_cbe9ff2508::002::A1_derive_status_gender","PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","StepRun|run_cbe9ff2508::002::A1_derive_status_gender","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","OperationPolicy|A1_derive_status_gender_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","SensitivityCategory|demographic","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","SensitivityCategory|gender","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","SensitivityCategory|protected_attribute","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","SensitivityCategory|personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","UsageConstraint|credit_risk_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::personal_status::00275","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::other_debtors::00276","DataCellArtifact|D2_GermanStatusGender::record::0::cell::other_debtors","annotates","{}"
"StepRun|run_cbe9ff2508::002::A1_derive_status_gender","PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::other_debtors::00276","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_GermanStatusGender::record::0::cell::other_debtors::00276","StepRun|run_cbe9ff2508::002::A1_derive_status_gender","wasGeneratedBy","{}"
