"ID","LABEL","key","props_json"
"Pipeline|german_credit_pipeline","Pipeline","german_credit_pipeline","{""key"": ""german_credit_pipeline"", ""name"": ""german_credit_pipeline""}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::amount","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::amount","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::amount"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""amount"", ""value"": 4870, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::savings","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::savings","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::savings"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""savings"", ""value"": ""sav_small"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::employment","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::employment","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::employment"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""employment"", ""value"": ""emp_lessFour"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""privacy_categories_explicit"": [""employment_sensitive"", ""socio_economic""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::installment_rate","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::installment_rate","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::installment_rate"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""installment_rate"", ""value"": 3, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::other_debtors","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::other_debtors","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::other_debtors"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""other_debtors"", ""value"": ""debtor_none"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::residence_since","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::residence_since","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::residence_since"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""residence_since"", ""value"": 4, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::property","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::property","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::property"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""property"", ""value"": ""prop_none"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""socio_economic"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive"", ""socio_economic""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::age","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::age","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::age"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""age"", ""value"": 53, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::other_inst","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::other_inst","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::other_inst"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""other_inst"", ""value"": ""oi_none"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::housing","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::housing","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::housing"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""housing"", ""value"": ""hous_free"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""socio_economic"", ""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""socio_economic"", ""quasi_identifier""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::existing_credits","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::existing_credits","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::existing_credits"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""existing_credits"", ""value"": 2, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::job","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::job","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::job"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""job"", ""value"": ""job_skilled"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""privacy_categories_explicit"": [""employment_sensitive"", ""socio_economic""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::people_liable","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::people_liable","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::people_liable"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""people_liable"", ""value"": 2, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""demographic"", ""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""demographic"", ""quasi_identifier""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::phone","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::phone","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::phone"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""phone"", ""value"": 0, ""dtype"": ""object"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""contact_indicator"", ""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""contact_indicator"", ""quasi_identifier""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::foreigner","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::foreigner","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::foreigner"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""foreigner"", ""value"": 1, ""dtype"": ""object"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""nationality_sensitive"", ""protected_attribute"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""nationality_sensitive"", ""protected_attribute""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::label","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::label","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::label"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""label"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""creditworthiness_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive"", ""creditworthiness_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::status","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::status","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::status"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""status"", ""value"": ""divorced"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""demographic"", ""gender"", ""protected_attribute"", ""quasi_identifier"", ""personal_data"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""demographic"", ""gender"", ""protected_attribute"", ""quasi_identifier""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::4::cell::gender","DataCellArtifact","D3_GermanNoPersonalStatus::record::4::cell::gender","{""key"": ""D3_GermanNoPersonalStatus::record::4::cell::gender"", ""record_id"": ""4"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""gender"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""demographic"", ""gender"", ""protected_attribute"", ""quasi_identifier"", ""personal_data"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""demographic"", ""gender"", ""protected_attribute"", ""quasi_identifier""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataRecordArtifact|D3_GermanNoPersonalStatus::record::5","DataRecordArtifact","D3_GermanNoPersonalStatus::record::5","{""key"": ""D3_GermanNoPersonalStatus::record::5"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [""financial_sensitive"", ""credit_history_sensitive"", ""loan_purpose"", ""employment_sensitive"", ""socio_economic"", ""quasi_identifier"", ""demographic"", ""contact_indicator"", ""nationality_sensitive"", ""protected_attribute"", ""creditworthiness_sensitive"", ""gender"", ""sensitive_personal_data"", ""personal_data""], ""privacy_categories_explicit"": [""financial_sensitive"", ""credit_history_sensitive"", ""loan_purpose"", ""employment_sensitive"", ""socio_economic"", ""quasi_identifier"", ""demographic"", ""contact_indicator"", ""nationality_sensitive"", ""protected_attribute"", ""creditworthiness_sensitive"", ""gender""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::checking","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::checking","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::checking"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""checking"", ""value"": ""check_none"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::duration","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::duration","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::duration"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""duration"", ""value"": 36, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::credit_history","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::credit_history","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::credit_history"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""credit_history"", ""value"": ""debt_onSchedule"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""credit_history_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive"", ""credit_history_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::purpose","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::purpose","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::purpose"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""purpose"", ""value"": ""pur_education"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""loan_purpose"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive"", ""loan_purpose""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::amount","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::amount","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::amount"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""amount"", ""value"": 9055, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::savings","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::savings","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::savings"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""savings"", ""value"": ""sav_none"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::employment","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::employment","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::employment"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""employment"", ""value"": ""emp_lessOne"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""privacy_categories_explicit"": [""employment_sensitive"", ""socio_economic""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::installment_rate","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::installment_rate","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::installment_rate"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""installment_rate"", ""value"": 2, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::other_debtors","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::other_debtors","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::other_debtors"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""other_debtors"", ""value"": ""debtor_none"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::residence_since","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::residence_since","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::residence_since"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""residence_since"", ""value"": 4, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::property","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::property","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::property"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""property"", ""value"": ""prop_car"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""socio_economic"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive"", ""socio_economic""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::age","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::age","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::age"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""age"", ""value"": 35, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::other_inst","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::other_inst","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::other_inst"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""other_inst"", ""value"": ""oi_none"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::housing","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::housing","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::housing"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""housing"", ""value"": ""hous_free"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""socio_economic"", ""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""socio_economic"", ""quasi_identifier""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::existing_credits","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::existing_credits","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::existing_credits"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""existing_credits"", ""value"": 1, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
"DataCellArtifact|D3_GermanNoPersonalStatus::record::5::cell::job","DataCellArtifact","D3_GermanNoPersonalStatus::record::5::cell::job","{""key"": ""D3_GermanNoPersonalStatus::record::5::cell::job"", ""record_id"": ""5"", ""dataset_id"": ""D3_GermanNoPersonalStatus"", ""attribute"": ""job"", ""value"": ""job_unskilledR"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""privacy_categories_explicit"": [""employment_sensitive"", ""socio_economic""], ""privacy_usages"": [""credit_risk_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:RED""]}"
