"ID","LABEL","key","props_json"
"Pipeline|census_income_pipeline","Pipeline","census_income_pipeline","{""key"": ""census_income_pipeline"", ""name"": ""census_income_pipeline""}"
"DataCellArtifact|D1_CensusStripped::record::5::cell::label","DataCellArtifact","D1_CensusStripped::record::5::cell::label","{""key"": ""D1_CensusStripped::record::5::cell::label"", ""record_id"": ""5"", ""dataset_id"": ""D1_CensusStripped"", ""attribute"": ""label"", ""value"": "">50K"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""income_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""income_sensitive""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"StepRun|run_27a733b5ab::002::C1_replace_missing","StepRun","run_27a733b5ab::002::C1_replace_missing","{""key"": ""run_27a733b5ab::002::C1_replace_missing"", ""step_id"": ""C1_replace_missing"", ""phase"": ""DataPreparation"", ""framework"": ""python"", ""operatorType"": ""TR"", ""policy_id"": ""C1_replace_missing_policy"", ""input_artifacts"": [""D1_CensusStripped""], ""output_artifacts"": [""D2_CensusMissingReplaced""], ""duration_seconds"": 0.0017406940460205078, ""status"": ""success"", ""operation_policy_id"": ""C1_replace_missing_policy"", ""contributorGranularity"": ""cell""}"
"DatasetArtifact|D2_CensusMissingReplaced","DatasetArtifact","D2_CensusMissingReplaced","{""key"": ""D2_CensusMissingReplaced"", ""name"": ""D2_CensusMissingReplaced"", ""role"": ""derived"", ""source"": ""step:C1_replace_missing"", ""n_rows"": 6, ""n_cols"": 15, ""columns"": [""age"", ""workclass"", ""fnlwgt"", ""education"", ""education-num"", ""marital-status"", ""occupation"", ""relationship"", ""race"", ""sex"", ""capital-gain"", ""capital-loss"", ""hours-per-week"", ""native-country"", ""label""], ""record_id_col"": null, ""artifact_kind"": ""DatasetArtifact"", ""privacy_categories"": [""quasi_identifier"", ""employment_sensitive"", ""socio_economic"", ""technical_weight"", ""education_sensitive"", ""demographic"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""financial_sensitive"", ""income_related"", ""nationality_sensitive"", ""income_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""quasi_identifier"", ""employment_sensitive"", ""socio_economic"", ""technical_weight"", ""education_sensitive"", ""demographic"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""financial_sensitive"", ""income_related"", ""nationality_sensitive"", ""income_sensitive""], ""privacy_usages"": [""research"", ""income_model_development""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataRecordArtifact|D2_CensusMissingReplaced::record::0","DataRecordArtifact","D2_CensusMissingReplaced::record::0","{""key"": ""D2_CensusMissingReplaced::record::0"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [""quasi_identifier"", ""employment_sensitive"", ""socio_economic"", ""technical_weight"", ""education_sensitive"", ""demographic"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""financial_sensitive"", ""income_related"", ""nationality_sensitive"", ""income_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""quasi_identifier"", ""employment_sensitive"", ""socio_economic"", ""technical_weight"", ""education_sensitive"", ""demographic"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""financial_sensitive"", ""income_related"", ""nationality_sensitive"", ""income_sensitive""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::age","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::age","{""key"": ""D2_CensusMissingReplaced::record::0::cell::age"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""age"", ""value"": 39, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::workclass","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::workclass","{""key"": ""D2_CensusMissingReplaced::record::0::cell::workclass"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""workclass"", ""value"": ""State-gov"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""privacy_categories_explicit"": [""employment_sensitive"", ""socio_economic""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::fnlwgt","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::fnlwgt","{""key"": ""D2_CensusMissingReplaced::record::0::cell::fnlwgt"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""fnlwgt"", ""value"": 77516, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""technical_weight""], ""privacy_categories_explicit"": [""technical_weight""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::education","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::education","{""key"": ""D2_CensusMissingReplaced::record::0::cell::education"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""education"", ""value"": ""Bachelors"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""education_sensitive"", ""socio_economic"", ""personal_data""], ""privacy_categories_explicit"": [""education_sensitive"", ""socio_economic""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::education-num","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::education-num","{""key"": ""D2_CensusMissingReplaced::record::0::cell::education-num"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""education-num"", ""value"": 13, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""education_sensitive"", ""socio_economic"", ""personal_data""], ""privacy_categories_explicit"": [""education_sensitive"", ""socio_economic""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::marital-status","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::marital-status","{""key"": ""D2_CensusMissingReplaced::record::0::cell::marital-status"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""marital-status"", ""value"": ""Never-married"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""demographic"", ""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""demographic"", ""quasi_identifier""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::occupation","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::occupation","{""key"": ""D2_CensusMissingReplaced::record::0::cell::occupation"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""occupation"", ""value"": ""Adm-clerical"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""privacy_categories_explicit"": [""employment_sensitive"", ""socio_economic""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::relationship","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::relationship","{""key"": ""D2_CensusMissingReplaced::record::0::cell::relationship"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""relationship"", ""value"": ""Not-in-family"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""demographic"", ""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""demographic"", ""quasi_identifier""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::race","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::race","{""key"": ""D2_CensusMissingReplaced::record::0::cell::race"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""race"", ""value"": ""White"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""race_ethnicity"", ""protected_attribute"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""race_ethnicity"", ""protected_attribute""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::sex","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::sex","{""key"": ""D2_CensusMissingReplaced::record::0::cell::sex"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""sex"", ""value"": ""Male"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""gender"", ""protected_attribute"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""gender"", ""protected_attribute""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::capital-gain","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::capital-gain","{""key"": ""D2_CensusMissingReplaced::record::0::cell::capital-gain"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""capital-gain"", ""value"": 2174, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""income_related"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive"", ""income_related""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::capital-loss","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::capital-loss","{""key"": ""D2_CensusMissingReplaced::record::0::cell::capital-loss"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""capital-loss"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""income_related"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive"", ""income_related""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::hours-per-week","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::hours-per-week","{""key"": ""D2_CensusMissingReplaced::record::0::cell::hours-per-week"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""hours-per-week"", ""value"": 40, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""employment_sensitive"", ""personal_data""], ""privacy_categories_explicit"": [""employment_sensitive""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::native-country","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::native-country","{""key"": ""D2_CensusMissingReplaced::record::0::cell::native-country"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""native-country"", ""value"": ""United-States"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""nationality_sensitive"", ""quasi_identifier"", ""sensitive_personal_data"", ""personal_data""], ""privacy_categories_explicit"": [""nationality_sensitive"", ""quasi_identifier""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::0::cell::label","DataCellArtifact","D2_CensusMissingReplaced::record::0::cell::label","{""key"": ""D2_CensusMissingReplaced::record::0::cell::label"", ""record_id"": ""0"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""label"", ""value"": ""<=50K"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""income_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""income_sensitive""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataRecordArtifact|D2_CensusMissingReplaced::record::1","DataRecordArtifact","D2_CensusMissingReplaced::record::1","{""key"": ""D2_CensusMissingReplaced::record::1"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [""quasi_identifier"", ""employment_sensitive"", ""socio_economic"", ""technical_weight"", ""education_sensitive"", ""demographic"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""financial_sensitive"", ""income_related"", ""nationality_sensitive"", ""income_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""quasi_identifier"", ""employment_sensitive"", ""socio_economic"", ""technical_weight"", ""education_sensitive"", ""demographic"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""financial_sensitive"", ""income_related"", ""nationality_sensitive"", ""income_sensitive""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::age","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::age","{""key"": ""D2_CensusMissingReplaced::record::1::cell::age"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""age"", ""value"": 50, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::workclass","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::workclass","{""key"": ""D2_CensusMissingReplaced::record::1::cell::workclass"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""workclass"", ""value"": ""Self-emp-not-inc"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""privacy_categories_explicit"": [""employment_sensitive"", ""socio_economic""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::fnlwgt","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::fnlwgt","{""key"": ""D2_CensusMissingReplaced::record::1::cell::fnlwgt"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""fnlwgt"", ""value"": 83311, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""technical_weight""], ""privacy_categories_explicit"": [""technical_weight""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::education","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::education","{""key"": ""D2_CensusMissingReplaced::record::1::cell::education"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""education"", ""value"": ""Bachelors"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""education_sensitive"", ""socio_economic"", ""personal_data""], ""privacy_categories_explicit"": [""education_sensitive"", ""socio_economic""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::education-num","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::education-num","{""key"": ""D2_CensusMissingReplaced::record::1::cell::education-num"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""education-num"", ""value"": 13, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""education_sensitive"", ""socio_economic"", ""personal_data""], ""privacy_categories_explicit"": [""education_sensitive"", ""socio_economic""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::marital-status","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::marital-status","{""key"": ""D2_CensusMissingReplaced::record::1::cell::marital-status"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""marital-status"", ""value"": ""Married-civ-spouse"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""demographic"", ""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""demographic"", ""quasi_identifier""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::occupation","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::occupation","{""key"": ""D2_CensusMissingReplaced::record::1::cell::occupation"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""occupation"", ""value"": ""Exec-managerial"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""privacy_categories_explicit"": [""employment_sensitive"", ""socio_economic""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::relationship","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::relationship","{""key"": ""D2_CensusMissingReplaced::record::1::cell::relationship"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""relationship"", ""value"": ""Husband"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""demographic"", ""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""demographic"", ""quasi_identifier""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::race","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::race","{""key"": ""D2_CensusMissingReplaced::record::1::cell::race"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""race"", ""value"": ""White"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""race_ethnicity"", ""protected_attribute"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""race_ethnicity"", ""protected_attribute""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::sex","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::sex","{""key"": ""D2_CensusMissingReplaced::record::1::cell::sex"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""sex"", ""value"": ""Male"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""gender"", ""protected_attribute"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""gender"", ""protected_attribute""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::capital-gain","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::capital-gain","{""key"": ""D2_CensusMissingReplaced::record::1::cell::capital-gain"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""capital-gain"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""income_related"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive"", ""income_related""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::capital-loss","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::capital-loss","{""key"": ""D2_CensusMissingReplaced::record::1::cell::capital-loss"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""capital-loss"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""financial_sensitive"", ""income_related"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""financial_sensitive"", ""income_related""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::hours-per-week","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::hours-per-week","{""key"": ""D2_CensusMissingReplaced::record::1::cell::hours-per-week"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""hours-per-week"", ""value"": 13, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""employment_sensitive"", ""personal_data""], ""privacy_categories_explicit"": [""employment_sensitive""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::native-country","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::native-country","{""key"": ""D2_CensusMissingReplaced::record::1::cell::native-country"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""native-country"", ""value"": ""United-States"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""nationality_sensitive"", ""quasi_identifier"", ""sensitive_personal_data"", ""personal_data""], ""privacy_categories_explicit"": [""nationality_sensitive"", ""quasi_identifier""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D2_CensusMissingReplaced::record::1::cell::label","DataCellArtifact","D2_CensusMissingReplaced::record::1::cell::label","{""key"": ""D2_CensusMissingReplaced::record::1::cell::label"", ""record_id"": ""1"", ""dataset_id"": ""D2_CensusMissingReplaced"", ""attribute"": ""label"", ""value"": ""<=50K"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""income_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""income_sensitive""], ""privacy_usages"": [""income_model_development"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
