"START_ID","END_ID","TYPE","props_json"
"PipelineRun|run_fc7d525c22","Pipeline|compas_recidivism_pipeline","executes","{}"
"StepRun|run_fc7d525c22::001::B0_select_columns","PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","StepRun|run_fc7d525c22::001::B0_select_columns","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","OperationPolicy|B0_select_columns_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","SensitivityCategory|criminal_justice_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","SensitivityCategory|temporal_quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","UsageConstraint|criminal_justice_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::4::cell::c_jail_out::00106","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","DataCellArtifact|D1_COMPASSelected::record::5::cell::age","annotates","{}"
"StepRun|run_fc7d525c22::001::B0_select_columns","PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","StepRun|run_fc7d525c22::001::B0_select_columns","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","OperationPolicy|B0_select_columns_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","SensitivityCategory|personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","UsageConstraint|criminal_justice_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::age::00107","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","DataCellArtifact|D1_COMPASSelected::record::5::cell::c_charge_degree","annotates","{}"
"StepRun|run_fc7d525c22::001::B0_select_columns","PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","StepRun|run_fc7d525c22::001::B0_select_columns","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","OperationPolicy|B0_select_columns_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","SensitivityCategory|criminal_justice_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","UsageConstraint|criminal_justice_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_charge_degree::00108","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","DataCellArtifact|D1_COMPASSelected::record::5::cell::race","annotates","{}"
"StepRun|run_fc7d525c22::001::B0_select_columns","PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","StepRun|run_fc7d525c22::001::B0_select_columns","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","OperationPolicy|B0_select_columns_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","SensitivityCategory|race_ethnicity","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","SensitivityCategory|protected_attribute","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","UsageConstraint|criminal_justice_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::race::00109","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","DataCellArtifact|D1_COMPASSelected::record::5::cell::sex","annotates","{}"
"StepRun|run_fc7d525c22::001::B0_select_columns","PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","StepRun|run_fc7d525c22::001::B0_select_columns","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","OperationPolicy|B0_select_columns_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","SensitivityCategory|gender","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","SensitivityCategory|protected_attribute","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","UsageConstraint|criminal_justice_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::sex::00110","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","DataCellArtifact|D1_COMPASSelected::record::5::cell::priors_count","annotates","{}"
"StepRun|run_fc7d525c22::001::B0_select_columns","PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","StepRun|run_fc7d525c22::001::B0_select_columns","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","OperationPolicy|B0_select_columns_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","SensitivityCategory|criminal_justice_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","UsageConstraint|criminal_justice_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::priors_count::00111","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","DataCellArtifact|D1_COMPASSelected::record::5::cell::days_b_screening_arrest","annotates","{}"
"StepRun|run_fc7d525c22::001::B0_select_columns","PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","StepRun|run_fc7d525c22::001::B0_select_columns","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","OperationPolicy|B0_select_columns_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","SensitivityCategory|criminal_justice_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","SensitivityCategory|temporal_quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","UsageConstraint|criminal_justice_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::days_b_screening_arrest::00112","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","DataCellArtifact|D1_COMPASSelected::record::5::cell::two_year_recid","annotates","{}"
"StepRun|run_fc7d525c22::001::B0_select_columns","PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","StepRun|run_fc7d525c22::001::B0_select_columns","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","OperationPolicy|B0_select_columns_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","SensitivityCategory|criminal_justice_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","SensitivityCategory|behavioural_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","UsageConstraint|criminal_justice_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::two_year_recid::00113","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","DataCellArtifact|D1_COMPASSelected::record::5::cell::c_jail_in","annotates","{}"
"StepRun|run_fc7d525c22::001::B0_select_columns","PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","StepRun|run_fc7d525c22::001::B0_select_columns","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","OperationPolicy|B0_select_columns_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","SensitivityCategory|criminal_justice_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","SensitivityCategory|temporal_quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","UsageConstraint|criminal_justice_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_in::00114","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","DataCellArtifact|D1_COMPASSelected::record::5::cell::c_jail_out","annotates","{}"
"StepRun|run_fc7d525c22::001::B0_select_columns","PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","StepRun|run_fc7d525c22::001::B0_select_columns","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","OperationPolicy|B0_select_columns_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","SensitivityCategory|criminal_justice_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","SensitivityCategory|temporal_quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","UsageConstraint|criminal_justice_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D1_COMPASSelected::record::5::cell::c_jail_out::00115","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","DataRecordArtifact|D1_COMPASSelected::record::0","annotates","{}"
"StepRun|run_fc7d525c22::001::B0_select_columns","PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","StepRun|run_fc7d525c22::001::B0_select_columns","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","OperationPolicy|B0_select_columns_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","SensitivityCategory|criminal_justice_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","SensitivityCategory|race_ethnicity","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","SensitivityCategory|protected_attribute","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","SensitivityCategory|gender","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","SensitivityCategory|temporal_quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","SensitivityCategory|behavioural_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","SensitivityCategory|personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","UsageConstraint|criminal_justice_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","UsageConstraint|research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::0::00116","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","DataRecordArtifact|D1_COMPASSelected::record::1","annotates","{}"
"StepRun|run_fc7d525c22::001::B0_select_columns","PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","StepRun|run_fc7d525c22::001::B0_select_columns","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","OperationPolicy|B0_select_columns_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","SensitivityCategory|criminal_justice_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","SensitivityCategory|race_ethnicity","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","SensitivityCategory|protected_attribute","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","SensitivityCategory|gender","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","SensitivityCategory|temporal_quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","SensitivityCategory|behavioural_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","SensitivityCategory|personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D1_COMPASSelected::record::1::00117","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
