"ID","LABEL","key","props_json"
"Pipeline|compas_recidivism_pipeline","Pipeline","compas_recidivism_pipeline","{""key"": ""compas_recidivism_pipeline"", ""name"": ""compas_recidivism_pipeline""}"
"DataRecordArtifact|D3_COMPASRaceBinary::record::0","DataRecordArtifact","D3_COMPASRaceBinary::record::0","{""key"": ""D3_COMPASRaceBinary::record::0"", ""record_id"": ""0"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::0::cell::age","DataCellArtifact","D3_COMPASRaceBinary::record::0::cell::age","{""key"": ""D3_COMPASRaceBinary::record::0::cell::age"", ""record_id"": ""0"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""age"", ""value"": 25, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::0::cell::c_charge_degree","DataCellArtifact","D3_COMPASRaceBinary::record::0::cell::c_charge_degree","{""key"": ""D3_COMPASRaceBinary::record::0::cell::c_charge_degree"", ""record_id"": ""0"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""c_charge_degree"", ""value"": ""F"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::0::cell::race","DataCellArtifact","D3_COMPASRaceBinary::record::0::cell::race","{""key"": ""D3_COMPASRaceBinary::record::0::cell::race"", ""record_id"": ""0"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""race"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""race_ethnicity"", ""protected_attribute"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""race_ethnicity"", ""protected_attribute""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::0::cell::sex","DataCellArtifact","D3_COMPASRaceBinary::record::0::cell::sex","{""key"": ""D3_COMPASRaceBinary::record::0::cell::sex"", ""record_id"": ""0"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""sex"", ""value"": ""Male"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""gender"", ""protected_attribute"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""gender"", ""protected_attribute""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::0::cell::priors_count","DataCellArtifact","D3_COMPASRaceBinary::record::0::cell::priors_count","{""key"": ""D3_COMPASRaceBinary::record::0::cell::priors_count"", ""record_id"": ""0"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""priors_count"", ""value"": 2, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::0::cell::days_b_screening_arrest","DataCellArtifact","D3_COMPASRaceBinary::record::0::cell::days_b_screening_arrest","{""key"": ""D3_COMPASRaceBinary::record::0::cell::days_b_screening_arrest"", ""record_id"": ""0"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""days_b_screening_arrest"", ""value"": -1.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::0::cell::two_year_recid","DataCellArtifact","D3_COMPASRaceBinary::record::0::cell::two_year_recid","{""key"": ""D3_COMPASRaceBinary::record::0::cell::two_year_recid"", ""record_id"": ""0"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""two_year_recid"", ""value"": 1, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive"", ""behavioural_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::0::cell::c_jail_in","DataCellArtifact","D3_COMPASRaceBinary::record::0::cell::c_jail_in","{""key"": ""D3_COMPASRaceBinary::record::0::cell::c_jail_in"", ""record_id"": ""0"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""c_jail_in"", ""value"": ""2013-01-01"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::0::cell::c_jail_out","DataCellArtifact","D3_COMPASRaceBinary::record::0::cell::c_jail_out","{""key"": ""D3_COMPASRaceBinary::record::0::cell::c_jail_out"", ""record_id"": ""0"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""c_jail_out"", ""value"": ""2013-01-10"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataRecordArtifact|D3_COMPASRaceBinary::record::1","DataRecordArtifact","D3_COMPASRaceBinary::record::1","{""key"": ""D3_COMPASRaceBinary::record::1"", ""record_id"": ""1"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::1::cell::age","DataCellArtifact","D3_COMPASRaceBinary::record::1::cell::age","{""key"": ""D3_COMPASRaceBinary::record::1::cell::age"", ""record_id"": ""1"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""age"", ""value"": 34, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::1::cell::c_charge_degree","DataCellArtifact","D3_COMPASRaceBinary::record::1::cell::c_charge_degree","{""key"": ""D3_COMPASRaceBinary::record::1::cell::c_charge_degree"", ""record_id"": ""1"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""c_charge_degree"", ""value"": ""M"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::1::cell::race","DataCellArtifact","D3_COMPASRaceBinary::record::1::cell::race","{""key"": ""D3_COMPASRaceBinary::record::1::cell::race"", ""record_id"": ""1"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""race"", ""value"": 1, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""race_ethnicity"", ""protected_attribute"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""race_ethnicity"", ""protected_attribute""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::1::cell::sex","DataCellArtifact","D3_COMPASRaceBinary::record::1::cell::sex","{""key"": ""D3_COMPASRaceBinary::record::1::cell::sex"", ""record_id"": ""1"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""sex"", ""value"": ""Female"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""gender"", ""protected_attribute"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""gender"", ""protected_attribute""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::1::cell::priors_count","DataCellArtifact","D3_COMPASRaceBinary::record::1::cell::priors_count","{""key"": ""D3_COMPASRaceBinary::record::1::cell::priors_count"", ""record_id"": ""1"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""priors_count"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::1::cell::days_b_screening_arrest","DataCellArtifact","D3_COMPASRaceBinary::record::1::cell::days_b_screening_arrest","{""key"": ""D3_COMPASRaceBinary::record::1::cell::days_b_screening_arrest"", ""record_id"": ""1"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""days_b_screening_arrest"", ""value"": 0.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::1::cell::two_year_recid","DataCellArtifact","D3_COMPASRaceBinary::record::1::cell::two_year_recid","{""key"": ""D3_COMPASRaceBinary::record::1::cell::two_year_recid"", ""record_id"": ""1"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""two_year_recid"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive"", ""behavioural_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::1::cell::c_jail_in","DataCellArtifact","D3_COMPASRaceBinary::record::1::cell::c_jail_in","{""key"": ""D3_COMPASRaceBinary::record::1::cell::c_jail_in"", ""record_id"": ""1"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""c_jail_in"", ""value"": ""2013-02-01"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::1::cell::c_jail_out","DataCellArtifact","D3_COMPASRaceBinary::record::1::cell::c_jail_out","{""key"": ""D3_COMPASRaceBinary::record::1::cell::c_jail_out"", ""record_id"": ""1"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""c_jail_out"", ""value"": ""2013-02-02"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataRecordArtifact|D3_COMPASRaceBinary::record::2","DataRecordArtifact","D3_COMPASRaceBinary::record::2","{""key"": ""D3_COMPASRaceBinary::record::2"", ""record_id"": ""2"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::2::cell::age","DataCellArtifact","D3_COMPASRaceBinary::record::2::cell::age","{""key"": ""D3_COMPASRaceBinary::record::2::cell::age"", ""record_id"": ""2"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""age"", ""value"": 45, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::2::cell::c_charge_degree","DataCellArtifact","D3_COMPASRaceBinary::record::2::cell::c_charge_degree","{""key"": ""D3_COMPASRaceBinary::record::2::cell::c_charge_degree"", ""record_id"": ""2"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""c_charge_degree"", ""value"": ""F"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::2::cell::race","DataCellArtifact","D3_COMPASRaceBinary::record::2::cell::race","{""key"": ""D3_COMPASRaceBinary::record::2::cell::race"", ""record_id"": ""2"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""race"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""race_ethnicity"", ""protected_attribute"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""race_ethnicity"", ""protected_attribute""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::2::cell::sex","DataCellArtifact","D3_COMPASRaceBinary::record::2::cell::sex","{""key"": ""D3_COMPASRaceBinary::record::2::cell::sex"", ""record_id"": ""2"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""sex"", ""value"": ""Male"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""gender"", ""protected_attribute"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""gender"", ""protected_attribute""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::2::cell::priors_count","DataCellArtifact","D3_COMPASRaceBinary::record::2::cell::priors_count","{""key"": ""D3_COMPASRaceBinary::record::2::cell::priors_count"", ""record_id"": ""2"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""priors_count"", ""value"": 5, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::2::cell::days_b_screening_arrest","DataCellArtifact","D3_COMPASRaceBinary::record::2::cell::days_b_screening_arrest","{""key"": ""D3_COMPASRaceBinary::record::2::cell::days_b_screening_arrest"", ""record_id"": ""2"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""days_b_screening_arrest"", ""value"": 2.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::2::cell::two_year_recid","DataCellArtifact","D3_COMPASRaceBinary::record::2::cell::two_year_recid","{""key"": ""D3_COMPASRaceBinary::record::2::cell::two_year_recid"", ""record_id"": ""2"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""two_year_recid"", ""value"": 1, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive"", ""behavioural_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::2::cell::c_jail_in","DataCellArtifact","D3_COMPASRaceBinary::record::2::cell::c_jail_in","{""key"": ""D3_COMPASRaceBinary::record::2::cell::c_jail_in"", ""record_id"": ""2"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""c_jail_in"", ""value"": ""2013-03-05"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::2::cell::c_jail_out","DataCellArtifact","D3_COMPASRaceBinary::record::2::cell::c_jail_out","{""key"": ""D3_COMPASRaceBinary::record::2::cell::c_jail_out"", ""record_id"": ""2"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""c_jail_out"", ""value"": ""2013-03-20"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataRecordArtifact|D3_COMPASRaceBinary::record::4","DataRecordArtifact","D3_COMPASRaceBinary::record::4","{""key"": ""D3_COMPASRaceBinary::record::4"", ""record_id"": ""4"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::4::cell::age","DataCellArtifact","D3_COMPASRaceBinary::record::4::cell::age","{""key"": ""D3_COMPASRaceBinary::record::4::cell::age"", ""record_id"": ""4"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""age"", ""value"": 51, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier"", ""personal_data""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::4::cell::c_charge_degree","DataCellArtifact","D3_COMPASRaceBinary::record::4::cell::c_charge_degree","{""key"": ""D3_COMPASRaceBinary::record::4::cell::c_charge_degree"", ""record_id"": ""4"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""c_charge_degree"", ""value"": ""F"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""criminal_justice_sensitive""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
"DataCellArtifact|D3_COMPASRaceBinary::record::4::cell::race","DataCellArtifact","D3_COMPASRaceBinary::record::4::cell::race","{""key"": ""D3_COMPASRaceBinary::record::4::cell::race"", ""record_id"": ""4"", ""dataset_id"": ""D3_COMPASRaceBinary"", ""attribute"": ""race"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""race_ethnicity"", ""protected_attribute"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""race_ethnicity"", ""protected_attribute""], ""privacy_usages"": [""criminal_justice_research"", ""research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""AU"", ""DPO"", ""DS""], ""privacy_annotation_sources"": [""propagated:TR""]}"
