"source","target","type","pipeline","props_b64"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","D1_GermanTranslated::record::3::cell::employment","annotates","german","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"run_cbe9ff2508::001::A0_value_translation","PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","generatedPrivacyAnnotation","german","eyJlbmRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24iLCAic3RhcnRfbGFiZWwiOiAiU3RlcFJ1biJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","run_cbe9ff2508::001::A0_value_translation","wasGeneratedBy","german","eyJlbmRfbGFiZWwiOiAiU3RlcFJ1biIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","A0_value_translation_policy","usedPolicy","german","eyJlbmRfbGFiZWwiOiAiT3BlcmF0aW9uUG9saWN5IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","employment_sensitive","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IHRydWUsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","socio_economic","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IHRydWUsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","personal_data","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IGZhbHNlLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","credit_risk_research","hasUsage","german","eyJlbmRfbGFiZWwiOiAiVXNhZ2VDb25zdHJhaW50IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","research","hasUsage","german","eyJlbmRfbGFiZWwiOiAiVXNhZ2VDb25zdHJhaW50IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","delete_on_request","hasErasure","german","eyJlbmRfbGFiZWwiOiAiRXJhc3VyZUNvbnN0cmFpbnQiLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","retention_5y","hasErasure","german","eyJlbmRfbGFiZWwiOiAiRXJhc3VyZUNvbnN0cmFpbnQiLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","AU","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","DPO","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::employment::00203","DS","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","D1_GermanTranslated::record::3::cell::installment_rate","annotates","german","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"run_cbe9ff2508::001::A0_value_translation","PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","generatedPrivacyAnnotation","german","eyJlbmRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24iLCAic3RhcnRfbGFiZWwiOiAiU3RlcFJ1biJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","run_cbe9ff2508::001::A0_value_translation","wasGeneratedBy","german","eyJlbmRfbGFiZWwiOiAiU3RlcFJ1biIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","A0_value_translation_policy","usedPolicy","german","eyJlbmRfbGFiZWwiOiAiT3BlcmF0aW9uUG9saWN5IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","financial_sensitive","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IHRydWUsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","sensitive_personal_data","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IGZhbHNlLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","credit_risk_research","hasUsage","german","eyJlbmRfbGFiZWwiOiAiVXNhZ2VDb25zdHJhaW50IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","research","hasUsage","german","eyJlbmRfbGFiZWwiOiAiVXNhZ2VDb25zdHJhaW50IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","delete_on_request","hasErasure","german","eyJlbmRfbGFiZWwiOiAiRXJhc3VyZUNvbnN0cmFpbnQiLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","retention_5y","hasErasure","german","eyJlbmRfbGFiZWwiOiAiRXJhc3VyZUNvbnN0cmFpbnQiLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","AU","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","DPO","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::installment_rate::00204","DS","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","D1_GermanTranslated::record::3::cell::personal_status","annotates","german","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"run_cbe9ff2508::001::A0_value_translation","PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","generatedPrivacyAnnotation","german","eyJlbmRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24iLCAic3RhcnRfbGFiZWwiOiAiU3RlcFJ1biJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","run_cbe9ff2508::001::A0_value_translation","wasGeneratedBy","german","eyJlbmRfbGFiZWwiOiAiU3RlcFJ1biIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","A0_value_translation_policy","usedPolicy","german","eyJlbmRfbGFiZWwiOiAiT3BlcmF0aW9uUG9saWN5IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","demographic","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IHRydWUsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","gender","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IHRydWUsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","protected_attribute","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IHRydWUsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","quasi_identifier","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IHRydWUsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","personal_data","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IGZhbHNlLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","sensitive_personal_data","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IGZhbHNlLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","credit_risk_research","hasUsage","german","eyJlbmRfbGFiZWwiOiAiVXNhZ2VDb25zdHJhaW50IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","research","hasUsage","german","eyJlbmRfbGFiZWwiOiAiVXNhZ2VDb25zdHJhaW50IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","delete_on_request","hasErasure","german","eyJlbmRfbGFiZWwiOiAiRXJhc3VyZUNvbnN0cmFpbnQiLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","retention_5y","hasErasure","german","eyJlbmRfbGFiZWwiOiAiRXJhc3VyZUNvbnN0cmFpbnQiLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","AU","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","DPO","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::personal_status::00205","DS","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","D1_GermanTranslated::record::3::cell::other_debtors","annotates","german","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"run_cbe9ff2508::001::A0_value_translation","PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","generatedPrivacyAnnotation","german","eyJlbmRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24iLCAic3RhcnRfbGFiZWwiOiAiU3RlcFJ1biJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","run_cbe9ff2508::001::A0_value_translation","wasGeneratedBy","german","eyJlbmRfbGFiZWwiOiAiU3RlcFJ1biIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","A0_value_translation_policy","usedPolicy","german","eyJlbmRfbGFiZWwiOiAiT3BlcmF0aW9uUG9saWN5IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","financial_sensitive","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IHRydWUsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","sensitive_personal_data","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IGZhbHNlLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","credit_risk_research","hasUsage","german","eyJlbmRfbGFiZWwiOiAiVXNhZ2VDb25zdHJhaW50IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","research","hasUsage","german","eyJlbmRfbGFiZWwiOiAiVXNhZ2VDb25zdHJhaW50IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","delete_on_request","hasErasure","german","eyJlbmRfbGFiZWwiOiAiRXJhc3VyZUNvbnN0cmFpbnQiLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","retention_5y","hasErasure","german","eyJlbmRfbGFiZWwiOiAiRXJhc3VyZUNvbnN0cmFpbnQiLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","AU","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","DPO","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::other_debtors::00206","DS","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","D1_GermanTranslated::record::3::cell::residence_since","annotates","german","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"run_cbe9ff2508::001::A0_value_translation","PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","generatedPrivacyAnnotation","german","eyJlbmRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24iLCAic3RhcnRfbGFiZWwiOiAiU3RlcFJ1biJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","run_cbe9ff2508::001::A0_value_translation","wasGeneratedBy","german","eyJlbmRfbGFiZWwiOiAiU3RlcFJ1biIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","A0_value_translation_policy","usedPolicy","german","eyJlbmRfbGFiZWwiOiAiT3BlcmF0aW9uUG9saWN5IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","quasi_identifier","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IHRydWUsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","personal_data","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IGZhbHNlLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","credit_risk_research","hasUsage","german","eyJlbmRfbGFiZWwiOiAiVXNhZ2VDb25zdHJhaW50IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","research","hasUsage","german","eyJlbmRfbGFiZWwiOiAiVXNhZ2VDb25zdHJhaW50IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","delete_on_request","hasErasure","german","eyJlbmRfbGFiZWwiOiAiRXJhc3VyZUNvbnN0cmFpbnQiLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","retention_5y","hasErasure","german","eyJlbmRfbGFiZWwiOiAiRXJhc3VyZUNvbnN0cmFpbnQiLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","AU","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","DPO","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::residence_since::00207","DS","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","D1_GermanTranslated::record::3::cell::property","annotates","german","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"run_cbe9ff2508::001::A0_value_translation","PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","generatedPrivacyAnnotation","german","eyJlbmRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24iLCAic3RhcnRfbGFiZWwiOiAiU3RlcFJ1biJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","run_cbe9ff2508::001::A0_value_translation","wasGeneratedBy","german","eyJlbmRfbGFiZWwiOiAiU3RlcFJ1biIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","A0_value_translation_policy","usedPolicy","german","eyJlbmRfbGFiZWwiOiAiT3BlcmF0aW9uUG9saWN5IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","financial_sensitive","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IHRydWUsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","socio_economic","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IHRydWUsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","sensitive_personal_data","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IGZhbHNlLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","credit_risk_research","hasUsage","german","eyJlbmRfbGFiZWwiOiAiVXNhZ2VDb25zdHJhaW50IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","research","hasUsage","german","eyJlbmRfbGFiZWwiOiAiVXNhZ2VDb25zdHJhaW50IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","delete_on_request","hasErasure","german","eyJlbmRfbGFiZWwiOiAiRXJhc3VyZUNvbnN0cmFpbnQiLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","retention_5y","hasErasure","german","eyJlbmRfbGFiZWwiOiAiRXJhc3VyZUNvbnN0cmFpbnQiLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","AU","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","DPO","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::property::00208","DS","allowsRole","german","eyJlbmRfbGFiZWwiOiAiQWNjZXNzUm9sZSIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::age::00209","D1_GermanTranslated::record::3::cell::age","annotates","german","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"run_cbe9ff2508::001::A0_value_translation","PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::age::00209","generatedPrivacyAnnotation","german","eyJlbmRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24iLCAic3RhcnRfbGFiZWwiOiAiU3RlcFJ1biJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::age::00209","run_cbe9ff2508::001::A0_value_translation","wasGeneratedBy","german","eyJlbmRfbGFiZWwiOiAiU3RlcFJ1biIsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::age::00209","A0_value_translation_policy","usedPolicy","german","eyJlbmRfbGFiZWwiOiAiT3BlcmF0aW9uUG9saWN5IiwgInN0YXJ0X2xhYmVsIjogIlByaXZhY3lBbm5vdGF0aW9uIn0="
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::age::00209","quasi_identifier","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IHRydWUsICJzdGFydF9sYWJlbCI6ICJQcml2YWN5QW5ub3RhdGlvbiJ9"
"PA::prop::DataCellArtifact::D1_GermanTranslated::record::3::cell::age::00209","personal_data","hasCategory","german","eyJlbmRfbGFiZWwiOiAiU2Vuc2l0aXZpdHlDYXRlZ29yeSIsICJleHBsaWNpdCI6IGZhbHNlLCAic3RhcnRfbGFiZWwiOiAiUHJpdmFjeUFubm90YXRpb24ifQ=="
